1.5000000	67.3500000
1.5400000	69.1660000
1.5800000	70.9835000
1.6200000	72.8027000
1.6600000	74.6236000
1.7000000	76.4463000
1.7400000	78.2708000
1.7800000	80.0971000
1.8200000	81.9253000
1.8600000	83.7554000
1.9000000	85.5875000
1.9400000	87.4216000
1.9800000	89.2578000
2.0200000	91.0962000
2.0600000	92.9366000
2.1000000	94.7793000
2.1400000	96.6242000
2.1800000	98.4715000
2.2200000	100.3210000
2.2600000	102.1730000
2.3000000	104.0270000
2.3400000	105.8840000
2.3800000	107.7440000
2.4200000	109.6060000
2.4600000	111.4700000
2.5000000	113.3380000
2.5400000	115.2080000
2.5800000	117.0810000
2.6200000	118.9560000
2.6600000	120.8350000
2.7000000	122.7170000
2.7400000	124.6010000
2.7800000	126.4880000
2.8200000	128.3790000
2.8600000	130.2730000
2.9000000	132.1700000
2.9400000	134.0700000
2.9800000	135.9730000
3.0200000	137.8800000
3.0600000	139.7900000
3.1000000	141.7040000
3.1400000	143.6210000
3.1800000	145.5410000
3.2200000	147.4660000
3.2600000	149.3930000
3.3000000	151.3250000
3.3400000	153.2600000
3.3800000	155.2000000
3.4200000	157.1430000
3.4600000	159.0900000
3.5000000	161.0410000
3.5400000	162.9960000
3.5800000	164.9550000
3.6200000	166.9180000
3.6600000	168.8860000
3.7000000	170.8570000
3.7400000	172.8340000
3.7800000	174.8140000
3.8200000	176.7990000
3.8600000	178.7890000
3.9000000	180.7830000
3.9400000	182.7810000
3.9800000	184.7850000
4.0200000	186.7930000
4.0600000	188.8060000
4.1000000	190.8240000
4.1400000	192.8470000
4.1800000	194.8750000
4.2200000	196.9080000
4.2600000	198.9460000
4.3000000	200.9890000
4.3400000	203.0380000
4.3800000	205.0920000
4.4200000	207.1510000
4.4600000	209.2160000
4.5000000	211.2860000
4.5400000	213.3620000
4.5800000	215.4440000
4.6200000	217.5310000
4.6600000	219.6240000
4.7000000	221.7240000
4.7400000	223.8290000
4.7800000	225.9400000
4.8200000	228.0570000
4.8600000	230.1810000
4.9000000	232.3100000
4.9400000	234.4470000
4.9800000	236.5890000
5.0200000	238.7380000
5.0600000	240.8940000
5.1000000	243.0560000
5.1400000	245.2250000
5.1800000	247.4010000
5.2200000	249.5840000
5.2600000	251.7730000
5.3000000	253.9700000
5.3400000	256.1740000
5.3800000	258.3850000
5.4200000	260.6030000
5.4600000	262.8290000
5.5000000	265.0630000
5.5400000	267.3030000
5.5800000	269.5520000
5.6200000	271.8080000
5.6600000	274.0720000
5.7000000	276.3450000
5.7400000	278.6250000
5.7800000	280.9130000
5.8200000	283.2090000
5.8600000	285.5140000
5.9000000	287.8270000
5.9400000	290.1490000
5.9800000	292.4790000
6.0200000	294.8180000
6.0600000	297.1660000
6.1000000	299.5230000
6.1400000	301.8880000
6.1800000	304.2630000
6.2200000	306.6470000
6.2600000	309.0400000
6.3000000	311.4430000
6.3400000	313.8550000
6.3800000	316.2770000
6.4200000	318.7090000
6.4600000	321.1510000
6.5000000	323.6020000
6.5400000	326.0640000
6.5800000	328.5360000
6.6200000	331.0180000
6.6600000	333.5110000
6.7000000	336.0140000
6.7400000	338.5280000
6.7800000	341.0530000
6.8200000	343.5890000
6.8600000	346.1350000
6.9000000	348.6930000
6.9400000	351.2630000
6.9800000	353.8440000
7.0200000	356.4360000
7.0600000	359.0400000
7.1000000	361.6560000
7.1400000	364.2840000
7.1800000	366.9250000
7.2200000	369.5770000
7.2600000	372.2420000
7.3000000	374.9200000
7.3400000	377.6100000
7.3800000	380.3130000
7.4200000	383.0290000
7.4600000	385.7590000
7.5000000	388.5010000
7.5400000	391.2580000
7.5800000	394.0280000
7.6200000	396.8110000
7.6600000	399.6090000
7.7000000	402.4210000
7.7400000	405.2470000
7.7800000	408.0880000
7.8200000	410.9430000
7.8600000	413.8130000
7.9000000	416.6980000
7.9400000	419.5990000
7.9800000	422.5140000
8.0200000	425.4460000
8.0600000	428.3930000
8.1000000	431.3560000
8.1400000	434.3350000
